id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_UCDP_id;side_a_gender;side_a_age;side_b;side_b_identity;side_b_UCDP_id;side_b_gender;side_b_age;additional actor;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;longitude;latitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;fatalities_comment;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment;
MIT01120301_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;OSCE Report:Ninth Assessment of the Situation of Ethnic Minorities in Kosovo, May 2002;unknown;2001-12-03;2001-12-03;1;unknown;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT01120401_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;KFOR soldiers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Fonet/Koha Ditore: 05.12.2001;"Faruk Spahija, chairman of Mitrovica municipal assembly; Bob Richards, a UN police spokesman for the area";2001-12-04;2001-12-04;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT01120501_00;Mitrovica;Kosovo;347;attack;n/a;explosives (bomb);"""Bridge Watchers""";Serb;n/a;unknown;unknown;KFOR soldiers;French;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Koha Ditore: 08.12.2001;KFOR sources;2001-12-05;2001-12-08;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT01120901_00;Mitrovica;Kosovo;347;attack;n/a;explosives (grenade);extremists;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;unclear newspaper origin;KFOR Press Center in Mitrovica;2001-12-09;2001-12-12;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;3;0;3;0;0;;
MIT01122601_00;Mitrovica;Kosovo;347;assassination/murder;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Bosniak;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";mistaken identity, motive ethnic conflict;OSCE Report:Ninth Assessment of the Situation of Ethnic Minorities in Kosovo, May 2002;unknown;2001-12-26;2001-12-26;1;unknown;South Mitrovica;;20,864207;42,878129;4: sub-city admin area;0;1;0;0;1;1;1;unknown;;0;0;0;0;0;;
MIT01122701_00;Mitrovica;Kosovo;347;attack;n/a;unknown;"""Bridge Watchers""";Serb;n/a;unknown;unknown;KFOR soldiers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;OSCE Report: Tenth Assessment of the Situation of Ethnic Minorities in Kosovo, March 2003;unknown;2001-12-27;2001-12-28;1;night;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT02010501_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore/Zëri: 08.01.2002;unknown;2002-01-05;2002-01-08;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02031301_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;journalists;Norwegian;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (perpetrator/location) could suggest a conflict-related event, but the situation is unclear. Thus, event is coded as CR3. ;Koha Ditore: 16.03.2002;UNMIK Police spokesperson Jim Gotell,;2002-03-13;2002-03-16;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02032601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;1 man;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;OSCE Report:Ninth Assessment of the Situation of Ethnic Minorities in Kosovo, May 2002;unknown;2002-03-26;2002-03-26;1;unknown;after crossing Main Bridge into North Mitrovica;Main Bridge, Mitrovica;20,866582;42,8909759;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02040801_00;Mitrovica;Kosovo;347;clash;n/a;gunfire, explosives (grenade) ;civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"The Wall Street Journal, ""World-Wide,"" 9 April 2002; Dow Jones International News, ""Kosovo Serbs Protest for Third Day Against UN Arrests,"" 11 April 2002; UN Report S/2002/611";unknown;2002-04-08;2002-04-08;1;unknown;Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;34;12;22;0;0;"conflicting reports on number of people injured; UN Report lists only 17 injured UNMIK policemen";
MIT02041601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Zëri: 19.04.2002;unknown;2002-04-16;2002-04-19;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02042501_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Serb;n/a;unknown;unknown;KPS police officers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (perpetrator/target) suggest a conflict-related event, but the motive is unclear. Source is potentially biased. Thus, event is coded as CR3. ;RTK News: 28.04.2002;unknown;2002-04-25;2002-04-28;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;victim: Rrahaman Kelmendin;
MIT02042601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 29.04.2002;unknown;2002-04-26;2002-04-29;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02043001_00;Mitrovica;Kosovo;347;assassination/murder;n/a;unknown;civilians;Serb;n/a;unknown;unknown;unknown;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;The victims identity is unknown, but circumstances strongly suggest a conflict-related event. Thus, the event is coded at level 2.;"BBC Monitoring, ""UCK associations seek protection for north Mitrovica citizens,"" 1 May 2002 ";unknown;2002-04-30;2002-04-30;1;unknown;Bosniak Mahala, North Mitrovica;Bosniak Mahala, North Mitrovica;20,869049;42,8965063;3: neighbourhood ;0;1;0;0;1;1;1;unknown;;0;0;0;0;0;;
MIT02060901_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers, U.N. police officers;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;UN Report S/2002/978;unknown;2002-06-09;2002-06-09;1;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02081801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Kosova Sot: 21.08.2002;unknown;2002-08-18;2002-08-21;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02082401_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;U.N. police officers, KPS police officers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target) could suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Source is potentially biased. Thus, event is coded as CR3. ;Epoka e Re: 27.08.2002;unknown;2002-08-24;2002-08-27;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02082402_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Source is potentially biased. Thus, event is coded as CR3. ;Epoka e Re: 27.08.2002;unknown;2002-08-24;2002-08-27;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT02092901_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);"""Bridge Watchers""";Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore: 01.10.2002;UNMIK police in Prishtina;2002-09-29;2002-09-29;1;night;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;6;0;6;0;0;;
MIT02120601_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);"""Bridge Watchers""";Serb;n/a;unknown;unknown;civilians;Albanian;n/a;1 man, 1 woman;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore/Bota Sot: 08.12.2002;unknown;2002-12-06;2002-12-06;1;night;near Main Bridge, North Mitrovica;Main Bridge, Mitrovica;20,865583;42,8920004;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT03050401_00;Mitrovica;Kosovo;347;clash;n/a;others (motor vehicle);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Mass fight takes place between Serbs and Albanians in Kosovo village,"" 4 May 2003";unknown;2003-05-04;2003-05-04;1;unknown;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;3;0;3;0;0;;
MIT03050402_00;Mitrovica;Kosovo;347;OSV;n/a;without weapon/melee (beating);extremists;Serb;n/a;unknown;unknown;civilians;unknown;n/a;1 man;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Serb ""extremists"" reportedly provoke several incidents in Mitrovica,"" 7 May 2003";Municipal Chairman Faruk Spahia;2003-05-04;2003-05-04;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;name of injured: Shaip Zhilivoda;
MIT03050701_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;others (tear gas);KFOR soldiers;Danish;n/a;unknown;unknown;civilians;Serb;n/a;1 woman;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Kfor members use tear gas to disperse Serb protesters in Suvi Do,"" 7 May 2003";witness: Serb student Zohan Kragovic;2003-05-07;2003-05-07;1;unknown;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;1;0;1;0;0;1 injured Serbian woman, Gordana Jeftic;
MIT03051101_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Bota Sot: 14.05.2003;unknown;2003-05-11;2003-05-14;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT03052801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (perpetrator/target/location) suggest a conflict-related event, but the motive/situations is unclear. Source is potentially biased. Thus, event is coded as CR3. ;Bota Sot: 31.05.2003;unknown;2003-05-28;2003-05-31;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT03072401_00;Mitrovica;Kosovo;347;attack;n/a;explosives (hand grenade);unknown;unknown;n/a;unknown;unknown;U.N. police officers;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;UN Report S/2003/855;UN Report;2003-07-24;2003-07-24;1;unknown;UNMIK police station, South Mitrovica;;20,864207;42,878129;4: sub-city admin area;0;0;1;0;1;1;1;1 man ;victim: 1 male adult Kosovo Albanian;2;0;0;2;0;victims: 2 male Kosovo Albanians, 1 youth and 1 adult, seriously injured;
MIT03080101_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;KFOR soldiers, Kosovo police;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Glas/Tanjug: 08.08.2003;unknown;2003-08-01;2003-08-04;0;unknown;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT03081801_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Koha Ditore: 21.08.2003;unknown;2003-08-18;2003-03-21;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT03111201_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;2 men;19, 20;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Blic/Tanjug: 15/16.11.2003;unknown;2003-11-12;2003-11-16;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT03112101:00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;Blic/Tanjug: 24.11.2003;Director  of  the  Mitrovica  hospital  Vladimir  Adzic;2003-11-21;2003-11-24;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT03112102_00;Mitrovica;Kosovo;347;attack;n/a;sharp instrument (knife);civilians;Albanian;n/a;unknown;unknown;OSCE officials;German;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (perpetrator/target/location) suggest a conflict-related event, but the motive/situations is unclear. Source is potentially biased. Thus, event is coded as CR3. ;Vecernje Novosti/Fonet: 24.11.2003;unknown;2003-11-21;2003-11-24;0;unknown;South Mitrovica;;20,864207;42,878129;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;;
MIT03120601_00;Mitrovica;Kosovo;347;attack;n/a;unknown;civilians;unknown;n/a;unknown;unknown;politicians;unknown;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown. Thus, the event is coded at level 2.;UN Report S/2004/71;UN Report;2003-12-06;2003-12-06;1;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;1;0;1;0;0;victim: 1 member of World Bank delegation, minor injuries;
MIT04012001_00;Mitrovica;Kosovo;347;attack;n/a;without weapon/melee (beating);KFOR soldiers;Danish;n/a;unknown;unknown;civilians;Serb;n/a;2 men;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased (only victim testimony). Thus, the event is coded at level 2.;"BBC Monitoring, ""Two Kosovo Serb hospital workers reportdely beaten up by NATO soldiers,"" 21 January 2004";victim testimony;2004-01-20;2004-01-20;1;11:00 p.m.;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;20,862235;42,8912232;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;2;0;2;0;0;;
MIT04020401_00;Mitrovica;Kosovo;347;clash;n/a;blunt instrument (stones);civilians;Albanian;n/a;unknown;youth;civilians;Serb;n/a;unknown;youths;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Kosova Sot: 08.02.2004;unknown;2004-02-04;2004-02-08;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT04031601_00;Mitrovica;Kosovo;347;clash;n/a;unknown;civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the source is potentially biased. Thus, the event is coded at level 2.;Kosova Sot: 19.03.2004;unknown;2004-03-16;2004-03-19;0;unknown;Mitrovica;;20,856830;42,8891319;5: city-level precision only;0;0;0;0;0;0;0;;;3;0;3;0;0;;
MIT04031701_00;Mitrovica;Kosovo;347;riot/violent protest;n/a;gunfire, explosives (grenade) ;civilians;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Associated Press, ""AP Top News at 6:55 p.m. EST,"" 18 March 2004; Dow Jones, ""Kosovo Ethnic Clash Death Toll Rises To 7; Over 100 Hurt,"" 17 March 2004; Edmonton Journal, ""Peacekeepers rush reinforcements to Kosovo as violence spreads,"" 19 March 2004";Capt Athanasios Zormbas, Nato spokesman;2004-03-17;2004-03-17;1;unknown;Main Bridge, Mitrovica;Main Bridge, Mitrovica;20,866002;42,891256;1: exact location (e.g. street, building, square);4;2;0;0;6;8;6;unknown;different accounts of how many were killed, most conservative estimate counted;136;84;22;30;unknown;"10-11 French soldiers injured, 2 of them seriously; 20 U.N. police officers injured; 5 Serbs seriously injured; differing accounts of number of injured people- up to 300";
MIT04031901_00;Mitrovica;Kosovo;347;assassination/murder;n/a;gunfire;sniper;Albanian;n/a;unknown;unknown;KFOR soldiers;French or Danish;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"Agence France-Presse, ""NATO shoots sniper in tense Kosovo town,"" 19 March 2004; BBC Monitoring, ""Kosovo: Kfor kills Albanian sniper in Kosovska Mitrovica - Serbian sources,"" 19 March 2004";NATO official;2004-03-19;2004-03-19;1;unknown;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;20,862235;42,8912232;1: exact location (e.g. street, building, square);1;0;0;0;1;1;1;unknown;;0;0;1;0;0;;
MIT04031902_00;Mitrovica;Kosovo;347;attack;n/a;explosives (plastic explosives);KFOR soldiers;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the situation is slightly unclear (deliberate or accidental, why the search?). Thus, the event is coded at level 2.;"BBC Monitoring, ""NATO force in Kosovo sets off explosion, several Albanians injured,"" 19 March 2004; Xinhua News Agency, ""Roundup - Ethnic clashes continue in Kosovo, NATO troops arrive,"" 20 March 2004";SRNA correspondent;2004-03-19;2004-03-19;1;unknown;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;Tril Solitera/ Tre rrokaquiejt, North Mitrovica;20,862235;42,8912232;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;;3;0;3;0;0;;
MIT04031903_00;Mitrovica;Kosovo;347;attack;n/a;unknown;unknown;unknown;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;3: low – there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence ;Circumstances (target/location) suggest a conflict-related event, but the situation is unclear. Perpetrators are also unknown. Source is potentially biased. Thus, event is coded as CR3. ;Koha Ditore: 22.03.2004;unknown;2004-03-19;2004-03-24;0;unknown;North Mitrovica;;20,860881;42,8944323;4: sub-city admin area;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT04121201_00;Mitrovica;Kosovo;347;attack;n/a;gunfire;extremists;Albanian;n/a;unknown;unknown;civilians;Serb;n/a;unknown;unknown;no;2: medium – circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence, and/or information in line with clarity 1 but the information is less clear or reliable;Circumstances strongly suggest a conflict-related event, but the perpetrators are unknown so the situation is slightly unclear. Thus, the event is coded at level 2.;"BBC Monitoring, ""Kosovo Serbs ask for Kfor protection after water pump attack,"" 13 December 2004";"witness testimony; director of Ibar Waterworks, Vladimir Rakic";2004-12-12;2004-12-12;1;09:00 p.m.;Ibar Waterworks water pump station in Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
MIT05033101_00;Mitrovica;Kosovo;347;attack;n/a;blunt instrument (stones);civilians;Serb;n/a;unknown;unknown;civilians;Albanian;n/a;unknown;unknown;no;"1: high – reliable/credible information that the event involves the formal former warring parties or clearly takes place across the identity lines of the war; and/or a clear statement is made by those involved tying it to the war";;"BBC Monitoring, ""Kosovo agency report interethnic incident in Mitrovica,"" 1 April 2005";"witness testimony; representative of the village, Shefki Ymeri";2005-03-31;2005-03-31;1;unknown;Suvi Do/Suhodoll, North Mitrovica;Suvi Do/Suhodoll, North Mitrovica;20,848845;42,8868349;3: neighbourhood ;0;0;0;0;0;0;0;;;unknown;unknown;unknown;unknown;unknown;unclear whether injuries were sustained;
