id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional actors;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;lattitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment
BEL98042301_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating), gunfire;unknown;unknown;men;unknown;civilians;unknown;1 man;79;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Agence France-Presse,""Pensioner shot in suspected ""punishment"" attack,"" 24 April 1998 ";;1998-04-23;1998-04-23;1;late;Alamein House, New Lodge area, north Belfast;;54,609907;-5,932939;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98050201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;34;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man `critical' after shooting,"" 4 May 1998";;1998-05-02;1998-05-02;1;night;behind a leisure centre on Forthriver Road, Ballysillan area, north Belfast;;54,615708; -5.97928;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98050501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;2 men;29, 33;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Reuters News, ""Two men wounded in Belfast punishment shooting,"" 5 May 1998";police;1998-05-05;1998-05-02;1;unknown;Shankill Road area, west Belfast;;54,604174;-5,95068;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL98061101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;26;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (OIRA suspected) but method and target strongly suggest conflict related event. Circumstances hint at republican feud. Thus coded at CR2;"Irish Times, ""Official IRA blamed for shooting in south Belfast. [CORRECTION],"" 12 June 1998";;1998-06-11;1998-06-11;1;unknown;Markets area, south Belfast;;54,595096;-5,922954;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98061102_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating);IRA;republican;unknown;unknown;civilians;unknown;1 man;43;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast News Letter, ""Politics - RUC hits out after attack on man.,"" 13 June 1998";;1998-06-11;1998-06-11;1;evening;Ardmonagh Gardens, Andersonstowns area, west Belfast;;54,591607;-5,988036;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98060601_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating);unknown;unknown;unknown;unknown;civilians;republican;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (OIRA suspected) but method and target strongly suggest conflict related event. Circumstances hint at republican feud. Thus coded at CR2;"Irish Times, ""Official IRA blamed for shooting in south Belfast. [CORRECTION],"" 12 June 1998";;1998-06-06;1998-06-06;1;unknown;Markets area, south Belfast;;54,595096;-5,922954;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98060701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;republican;1 man;26;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (PIRA suspected) but method and target strongly suggest conflict related event. Circumstances hint at republican feud. Thus coded at CR2;"Irish Times, ""Official IRA blamed for shooting in south Belfast. [CORRECTION],"" 12 June 1998";;1998-06-07;1998-06-07;1;unknown;west Belfast;;54,640027;-5,927964;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98071901_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;Republican;republican;unknown;unknown;civilians;Catholic;1 man;33;;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Exact perpetrator group unclear, thus event coded at CR2;"McKittrick (1999); Sutton (2001)";;1998-07-19;1998-07-19;1;unknown;Fianna House, New Lodge, Belfast;;54,609617;-5,930092;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL98071902_00;Belfast;United Kingdom ;200;attack;n/a;without weapon/melee (beating, kicking);unknown;unknown;6 men;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (IRA suspected) but given target's identity, cirucmstances strongly suggest conflict related event. . Thus coded at CR2.;"Belfast News Letter, ""Parades mediator beaten up,"" 20 July 1998";;1998-07-19;1998-07-19;1;unknown;Lower Ormeau Road, south Belfast;;54,573744;-5,915827;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: Vincent McKenna
BEL98072801_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;39;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown but method and target strongly suggest conflict related event. Circumstances hint at republican feud. Thus coded at CR2;"Belfast News Letter, ""Parades mediator beaten up,"" 20 July 1998";;1998-07-28;1998-07-28;1;night;Whiteabbey, Rathcoole estate, north Belfast;;54,66852;-5,902781;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98102301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;33;;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (IRA suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"The Guardian ,""Punishment shooting 'by IRA'.,"" 24 October 1998";;1998-10-23;1998-10-23;1;unknown;west Belfast;;54,640027;-5,927964;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98103101_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;RHD;loyalist;unknown;unknown;civilians;Catholic;1 man;35;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1998-10-31;1998-10-31;1;unknown;Alliance Avenue, Ardoyne, Belfast.;;54,618693;-5,959335;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL98110701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;25;;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (IRA suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Man, 25, shot in the ankle.,"" 9 November 1998";;1998-11-07;1998-11-07;1;07:40 p.m.;in an alleyway at Glenalina Road, west Belfast;;54,595191;-5,983949;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98120101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man shot in knees in Belfast,"" 2 December 1998";;1998-12-01;1998-12-01;1;09:00 p.m.;Finnis Drive, Taughmonagh estate, south Belfast;;54,559388;-5,971479;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL98120501_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (baseball bat);unknown;unknown;4 men;unknown;civilians;unknown;1 man;26;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Two beaten with baseball bats,"" 7 December 1998";;1998-12-05;1998-12-05;1;unknown;Trassey Close, Cregagh, east Belfast;;54,576953;-5,899249;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99010501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;2 men;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"BBC Monitoring, ""Four injured in Northern Ireland punishment attacks,"" 6 January 1999";;1999-01-05;1999-01-05;1;night;in an alleyway in the Lenadoon area, west Belfast ;;54,572214;-6,011081;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL99012501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Man shot - Punishment attack,"" 26 January 1999";;1999-01-25;1999-01-25;1;07:30 p.m.;Derwent Street, east Belfast;;54,599928;-5,898719;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99012601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man wounded in west Belfast,"" 27 January 1999";;1999-01-26;1999-01-26;1;10:00 p.m.;Rossnareen Avenue, west Belfast;;54,578172;-6,003716;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99013001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;5 men, 2 women;late teens, early 20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"BBC Monitoring, ""Seven assaulted in paramilitary-style attack in Northern Ireland,"" 30 January 1999";;1999-01-30;1999-01-30;1;early;Newtownabbey, north Belfast;;54,657878;-5,922916;3: neighbourhood ;0;0;0;0;0;0;0;;7;0;7;0;0;
BEL99012501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;2 men;18;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"The Sunday Times, ""Adams's nephew victim of punishment beating,"" 31 January 1999";;1999-01-25;1999-01-25;1;night;St James's area of the Falls Road, west Belfast ;;54,589349;-5,966013;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;2;0;0;
BEL99020201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;40;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"The Times, ""Amnesty to check on Ulster beatings,"" 4 February 1999";;1999-02-02;1999-02-02;0;unknown;east Belfast;;54,598416;-5,879781;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99021301_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument;unknown;unknown;unknown;unknown;civilians;unknown;1 man;19;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Sunday Mail, ""IRA punishment attack setback,"" 14 February 1999";;1999-02-13;1999-02-13;1;unknown;Britton's Parade, Whiterock area, west Belfast;;54,591931;-5,973519;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99021701_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (iron bar);UDA/UFF;loyalist;unknown;unknown;civilians;unknown;1 man;42;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast News Letter, ""Man's beating causes feud within UDA,"" 3 March 1999";;1999-02-17;1999-02-17;0;unknown;Skegoniel Avenue, north Belfast ;;54,623215;-5,927314;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99021702_00;Belfast;United Kingdom ;200;attack;n/a;unknown;UDA/UFF;loyalist;unknown;unknown;civilians;unknown;1 man;18;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast News Letter, ""Man's beating causes feud within UDA,"" 3 March 1999";;1999-02-17;1999-02-17;0;unknown;York Street, north Belfast;;54,610387;-5,923113;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99022801_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (baseball bat);unknown;unknown;unknown;unknown;civilians;unknown;1 man, 1 boy;15;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Unclear circumstances, but possibly conflict-related event due to target's identity. Thus event is coded CR3.;"Mirror, ""Meehan son was battered,"" 3 March 1999";;1999-02-28;1999-02-28;1;night;Alliance Avenue, north Belfast;;54,619148;-5,960088343;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;victim: son of IRA member Martin Meehan
BEL99031001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"Belfast News Letter, ""Man's beating causes feud within UDA,"" 3 March 1999";police;1999-03-10;1999-03-10;1;night;west Belfast;;54,640032;-5,927969;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99030901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (PIRA suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""IRA believed responsible for shooting,"" 11 March 1999";;1999-03-09;1999-03-09;1;night;Downfine Park, Andersonstown, west Belfast;;54,585027;-5,987914;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99031701_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;UVF;loyalist;unknown;unknown;RHD;Protestant;1 man;45;;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;"McKittrick (1999); Sutton (2001)";;1999-03-17;1999-03-17;1;unknown;Malvern Way, Shankill, Belfast;;54,607189;-5,94354;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL99042301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;19;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""19-year-old shot in west Belfast,"" 24 April 1999";;1999-04-23;1999-04-23;1;11:00 p.m.;in an alley at Glenkeen, Poleglass, west Belfast;;54,56109503;-6,034209689;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99043001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;UFF;loyalist;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Unclear circumstances, but possibly conflict-related event due to target's identity. Thus event is coded CR3.;"The Observer, ""News in brief - Loyalist leader shot,"" 2 May 1999";;1999-04-30;1999-04-30;1;evening;Botanic Gardens, Belfast city centre;;54,582254;-5,932206;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;victim: UFF leader Johnny Adair
BEL99050701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;19;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Belfast man (19) shot in ankles,"" 8 May 1999";;1999-05-07;1999-05-07;1;01:20 a.m.;Rosnareen Park, Andersonstown, west Belfast;;54,577008;-6,005849;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99050901_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (handgun);unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man assaulted in Belfast,"" 10 May 1999";;1999-05-09;1999-05-09;1;01:30 a.m.;Ballyronan Park area in Rathcoole, norht Belfast;;54,66212489;-5,918161659;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99051601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;3 men;20, 23, 26;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Belfast shooting condemned,"" 18 May 1999";;1999-05-16;1999-05-16;1;01:30 a.m.;Ballyduff Quarry in Newtownabbey, north Belfast;;54,687123;-5,929249;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;3;0;0;
BEL99052001_00;Belfast;United Kingdom ;200;attack;n/a;explosives (bomb);unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (Loyalists suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"AP Online, ""Blast Wounds 4 in N. Ireland,"" 20 May 1999, Xinhua Agency, ""3 Injured in Bomb Explosion in N. Ireland,"" 21 May 1999";;1999-05-20;1999-05-20;1;early;Red Devil's and Caffrey's Bars, Falls Road, west Belfast;;54,592782;-5,960104;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;4;0;4;0;0;
BEL99072301_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;Republican;republican;unknown;unknown;civilians;Catholic;1 man;22;;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Exact perpetrator group unclear, thus event coded at CR2;"McKittrick (1999); Sutton (2001)";;1999-07-29;1999-07-29;1;unknown;car park, by St. Gall´s GAA Club, off Falls Road, Belfast;;54,585255;-5,971967;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL99092301_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (iron bar);unknown;unknown;unknown;unknown;civilians;unknown;1 boy;16;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Youth attacked by hooded men,"" 25 September 1999";;1999-09-23;1999-09-23;1;night;Shankill Road area, west Belfast;;54,604174;-5,95068;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99111501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 boy;17;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Teenager shot in the leg.,"" 16 November 1999";;1999-11-15;1999-11-15;1;night;near the New Vernon flats complex in the Shore Road area, north Belfast;;54,632033;-5,925517;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99112601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;2 women;unknown;civilians;unknown;1 woman;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Unclear circumstances, but possibly sectarian motive, thus conflict-related event. Thus event is coded CR3.;"Belfast News Letter, ""Mother injured in school beating,"" 27 November 1999";;1999-11-26;1999-11-26;1;night;Cliftonville Primary School, north Belfast;;54,617479;-5,945386;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99112801_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;18;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Shooting in east Belfast,"" 29 November 1999";;1999-11-28;1999-11-28;1;07:00 p.m.;Ballybeen estate, east Belfast;;54,590648;-5,792603;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL99120801_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Man injured in shooting,"" 9 December 1999";;1999-12-08;1999-12-08;1;08:25 p.m.;Harrisburg Street, north Belfast;;54,621135;-5,922423;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00020401_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;mid-20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man's leg broken with hammers,"" 7 February 2000";;2000-02-04;2000-02-04;1;night;Mersey Strea area, east Belfast;;54,601324;-5,89093;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00021001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Man shot,"" 11 February 2000";;2000-02-10;2000-02-10;1;night;Mount Vernon area, north Belfast;;54,632033;-5,925517;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;30;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Adams silent on kneecapping,"" 11 March 2000";;2000-03-10;2000-03-10;1;night;car park of the Jamaica Inn, Jamaica Road, in the Ardoyne/Oldpark area, north Belfast;;54,616154;-5,954977;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (PIRA suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Provisional IRA linked to shooting,"" 15 March 2000";;2000-03-13;2000-03-13;1;night;Ardcaoin Green in the Poleglass area, west Belfast;;54,560218;-6,036736;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031101_00;Belfast;United Kingdom ;200;attack;n/a;unknown;unknown;unknown;unknown;unknown;civilians;unknown;1 boy;16;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Little information available. Likely a paramilitary punishment attack. Thus, event coded at CR3. ;"Irish Times, ""Incidents since last Friday,"" 16 March 2000";;2000-03-11;2000-03-11;1;unknown;Ardoyne district, north Belfast;;54,618744;-5,959671;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031102_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;47;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Little information available. Likely a paramilitary punishment attack. Thus, event coded at CR3. ;"Irish Times, ""Incidents since last Friday,"" 16 March 2000";;2000-03-11;2000-03-11;1;unknown;east Belfast;;54,598416;-5,879781;4: sub-city admin area;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Little information available. Likely a paramilitary punishment attack. Thus, event coded at CR3. ;"Irish Times, ""Incidents since last Friday,"" 16 March 2000";;2000-03-12;2000-03-12;1;08:00 p.m.;Tiger's Bay area, north Belfast;;54,613464;-5,929472;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Little information available. Likely a paramilitary punishment attack. Thus, event coded at CR3. ;"Irish Times, ""Incidents since last Friday,"" 16 March 2000";;2000-03-13;2000-03-13;1;unknown;Poleglass, west Belfast;;54,555772;-6,018767;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
